timestamp,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11
364019,0.25196,3691.5,4516.9,9.5002,27.042,42.197,2721.7,74.524,120.43,0.33735,79.706,50.237,2650.7,25.886,49.656,3117.5,22.835,66.007,243.28,343.97,94.434,77.501,32.673,8.8626,26.596,6.8205,18.071,1.5991,33.146,13.807,24.097,1.0783,18.035,2.2645,4.7449,2.2713,0.014308,0.82131,0.091293,53.375,43.979,62.924,54.8,24.992,61.073,23.012,40.184,38.796,45.737,50.667,42.74,18.374
364020,0.19088,3683.7,4592.5,9.4325,26.96,43.002,2719.6,75.161,120.37,0.33667,79.625,49.194,2648.9,26.632,50.033,3116.1,22.716,65.98,242.89,343.88,94.459,76.957,32.273,8.8729,26.913,6.8652,18.611,1.5964,33.275,13.656,23.715,1.098,18.298,2.2072,4.71,2.2496,0.02001,0.81048,0.09394,54.128,42.825,63.228,54.581,18.529,61.785,22.859,39.926,35.728,46.61,50.469,41.221,18.696
364021,0.19025,3679.1,4580.3,9.4047,26.622,42.17,2721.5,74.989,120.42,0.33444,79.717,49.751,2651.7,25.82,50.758,3115.2,22.641,65.942,243.11,344.21,94.472,77.042,32.273,8.8729,26.913,6.8652,18.611,1.5964,33.275,13.656,23.715,1.098,18.298,2.2072,4.71,2.2496,0.02001,0.81048,0.09394,54.128,42.825,63.308,54.727,18.591,61.835,23.101,40.197,37.368,48.288,50.316,41.346,18.874
364022,0.2236,3647.1,4511.4,9.3981,26.658,42.357,2722.7,75.458,120.39,0.32028,79.828,50.164,2652.2,23.467,49.648,3117.2,23.599,65.943,241.09,343.59,94.409,77.421,32.324,8.747,26.63,6.7127,18.196,1.6373,33.193,13.802,24.301,1.1672,17.908,2.2062,4.7475,2.2568,0.02001,0.81048,0.09394,54.128,42.825,63.503,54.299,22.331,61.052,23.117,37.745,38.584,45.72,50.362,41.718,16.564
364023,0.22477,3683.6,4534.7,9.363,27.162,42.808,2722.1,74.953,120.38,0.31844,79.772,51.345,2651.7,23.507,50.474,3116.5,23.432,65.981,240.97,343.66,94.515,77.387,32.324,8.747,26.63,6.7127,18.196,1.6373,33.193,13.802,24.301,1.1672,17.908,2.2062,4.7475,2.2568,0.02001,0.81048,0.09394,54.128,42.825,62.875,54.019,22.216,63.435,23.364,37.969,42.059,47.63,50.237,40.927,16.96
364024,0.21904,3709.1,4542.6,9.2415,26.552,42.201,2725.0,74.536,120.44,0.33555,80.013,48.719,2655.1,24.129,48.385,3118.7,23.326,66.007,242.16,343.53,94.299,77.5,32.163,8.7616,27.093,6.9788,18.531,1.6135,33.536,13.811,24.261,1.1176,17.996,2.2273,4.7938,2.2557,0.02001,0.81048,0.09394,54.128,42.825,63.862,55.006,21.591,63.065,23.316,39.657,34.33,42.796,49.993,41.915,17.182
364025,0.22103,3716.9,4584.8,9.2568,26.716,42.082,2720.8,76.539,120.41,0.33425,79.754,48.011,2650.3,26.108,50.408,3117.4,21.873,66.015,239.4,343.2,94.457,76.794,32.163,8.7616,27.093,6.9788,18.531,1.6135,33.536,13.811,24.261,1.1176,17.996,2.2273,4.7938,2.2557,0.021247,0.79636,0.081308,54.091,44.391,63.728,54.501,21.395,65.049,22.507,39.815,32.248,47.478,49.789,41.746,20.681
364026,0.23331,3658.2,4511.5,9.314,26.975,42.487,2717.1,74.603,120.38,0.33614,79.472,50.015,2646.1,26.125,50.846,3112.5,21.936,65.925,238.56,343.09,94.61,76.732,31.922,8.8064,26.672,6.8529,18.856,1.6848,33.028,13.892,24.279,1.3366,17.828,2.2459,4.7187,2.3336,0.021247,0.79636,0.081308,54.091,44.391,62.437,54.625,23.14,61.014,22.661,39.795,38.144,48.492,49.597,41.401,20.572
364027,0.23483,3610.5,4514.6,9.3359,26.812,42.673,2716.0,75.154,120.36,0.3376,79.271,50.332,2643.7,23.263,49.61,3111.8,23.605,65.786,241.01,342.65,94.768,77.018,31.922,8.8064,26.672,6.8529,18.856,1.6848,33.028,13.892,24.279,1.3366,17.828,2.2459,4.7187,2.3336,0.021247,0.79636,0.081308,54.091,44.391,63.258,54.589,22.99,61.623,22.533,39.616,39.076,45.632,49.119,40.508,16.626
364028,0.26094,3660.2,4501.5,9.4276,26.517,42.259,2718.2,75.12,120.41,0.34726,79.504,51.14,2647.1,24.589,48.926,3114.1,22.314,65.721,238.07,342.55,94.522,77.081,31.984,8.7984,27.099,6.9308,18.587,1.6625,33.2,13.823,24.644,1.2101,18.149,2.2857,4.7398,2.3008,0.021247,0.79636,0.081308,54.091,44.391,63.475,53.963,25.313,58.389,22.524,40.641,41.454,44.048,49.123,40.907,19.698
364029,0.25781,3685.5,4455.4,9.2615,26.685,42.57,2721.9,75.562,120.39,0.3463,79.812,48.982,2650.9,26.23,49.507,3115.6,23.567,65.71,237.17,343.21,94.484,77.729,31.984,8.7984,27.099,6.9308,18.587,1.6625,33.2,13.823,24.644,1.2101,18.149,2.2857,4.7398,2.3008,0.021247,0.79636,0.081308,54.091,44.391,63.04,54.515,25.62,62.034,22.981,40.758,35.104,45.393,48.943,41.309,16.662
364030,0.25561,3694.6,4528.5,9.3386,26.856,42.57,2723.3,75.15,120.39,0.33848,80.067,48.686,2652.5,26.138,50.577,3119.2,23.816,65.763,238.07,342.71,94.532,77.602,32.303,8.9289,27.192,6.6714,19.226,1.5859,33.268,13.717,24.488,1.1844,18.297,2.2773,4.7191,2.2981,0.0034229,0.81056,0.10127,53.585,43.937,62.19,54.31,25.125,61.869,22.74,39.906,34.232,47.869,48.177,40.919,16.051
364031,0.25745,3678.6,4530.4,9.467,26.954,41.95,2723.1,75.265,120.39,0.33698,79.966,50.695,2652.3,26.843,48.705,3118.8,22.793,65.823,233.58,343.12,94.534,77.344,32.303,8.9289,27.192,6.6714,19.226,1.5859,33.268,13.717,24.488,1.1844,18.297,2.2773,4.7191,2.2981,0.0034229,0.81056,0.10127,53.585,43.937,62.467,54.286,24.945,60.669,22.916,40.089,40.146,43.538,48.129,41.559,18.487
364032,0.22511,3751.6,4407.0,9.3914,27.018,42.615,2718.4,75.577,120.4,0.3251,79.655,49.315,2647.9,24.274,50.052,3115.6,23.814,65.789,231.11,342.88,94.552,76.668,31.968,8.6492,26.697,6.8625,18.267,1.6279,32.755,13.728,24.769,0.98954,18.23,2.2616,4.8289,2.2617,0.0034229,0.81056,0.10127,53.585,43.937,63.561,54.173,22.143,61.643,22.491,38.624,36.084,46.655,47.903,41.083,16.129
364033,0.22597,3712.6,4475.2,9.2865,26.451,42.43,2715.8,75.959,120.42,0.32604,79.593,48.672,2645.2,23.772,50.711,3111.9,22.318,65.678,231.98,342.73,94.394,77.256,31.968,8.6492,26.697,6.8625,18.267,1.6279,32.755,13.728,24.769,0.98954,18.23,2.2616,4.8289,2.2617,0.0034229,0.81056,0.10127,53.585,43.937,64.234,53.357,22.059,62.8,22.456,38.509,34.193,48.179,47.387,41.432,19.653
364034,0.2584,3698.7,4577.0,9.1696,27.404,42.503,2716.5,75.417,120.4,0.32478,79.719,50.415,2645.2,24.944,49.299,3111.7,22.944,65.595,229.63,342.42,94.546,77.225,32.146,9.0378,27.003,6.8827,18.585,1.629,33.121,13.818,24.581,1.1887,18.078,2.2461,4.6861,2.2561,0.0034229,0.81056,0.10127,53.585,43.937,62.905,54.496,25.364,62.76,22.907,38.808,39.32,44.912,47.16,41.306,18.176
364035,0.25755,3655.8,4553.6,9.3497,26.583,42.24,2716.1,75.21,120.39,0.32651,79.72,50.629,2644.6,26.814,49.884,3112.4,22.696,65.563,228.45,342.26,94.603,77.088,32.146,9.0378,27.003,6.8827,18.585,1.629,33.121,13.818,24.581,1.1887,18.078,2.2461,4.6861,2.2561,0.03842,0.82639,0.10291,53.536,44.321,63.643,54.777,25.448,61.265,22.506,38.596,39.952,46.265,47.134,41.317,18.778
364036,0.24208,3647.3,4518.5,9.3909,26.646,42.191,2715.8,74.684,120.41,0.33673,79.708,49.894,2644.5,24.71,50.653,3112.0,23.002,65.538,229.36,342.17,94.578,77.338,32.277,8.9209,26.723,6.8511,18.832,1.6452,33.096,13.667,24.686,1.3082,18.234,2.2343,4.7121,2.3163,0.03842,0.82639,0.10291,53.536,44.321,63.621,54.475,23.846,61.616,22.595,39.7,37.788,48.046,46.751,41.283,18.036
364037,0.2424,3670.8,4513.1,9.2869,26.6,42.474,2715.9,74.678,120.41,0.33563,79.863,49.509,2645.2,24.259,49.874,3112.4,22.068,65.529,226.94,342.11,94.556,77.274,32.277,8.9209,26.723,6.8511,18.832,1.6452,33.096,13.667,24.686,1.3082,18.234,2.2343,4.7121,2.3163,0.03842,0.82639,0.10291,53.536,44.321,63.216,54.541,23.815,61.253,22.657,39.834,36.654,46.243,46.662,41.199,20.249
364038,0.22893,3672.1,4479.3,9.2942,26.67,41.846,2716.2,75.613,120.42,0.31914,79.923,48.996,2645.9,23.879,50.758,3111.5,24.486,65.514,226.98,342.07,94.556,77.378,31.911,8.9871,26.837,6.915,18.583,1.6325,32.537,13.772,24.845,1.1601,18.27,2.2189,4.7955,2.2267,0.03842,0.82639,0.10291,53.536,44.321,63.486,54.351,22.594,61.26,22.55,37.687,35.144,48.287,46.356,40.922,14.495
364039,0.22895,3692.3,4556.6,9.3757,26.672,42.533,2715.0,75.908,120.39,0.31911,79.917,50.229,2644.0,24.226,50.688,3111.4,22.04,65.549,226.85,341.35,94.549,77.04,31.911,8.9871,26.837,6.915,18.583,1.6325,32.537,13.772,24.845,1.1601,18.27,2.2189,4.7955,2.2267,0.03842,0.82639,0.10291,53.536,44.321,63.138,53.425,22.593,61.101,22.419,37.691,38.773,48.126,46.066,40.835,20.326
364040,0.26588,3668.3,4513.6,9.279,27.142,42.352,2712.7,76.066,120.39,0.32803,79.775,49.149,2641.0,22.9,51.217,3110.3,23.27,65.51,226.1,341.1,94.65,76.913,32.068,8.7081,26.262,6.8939,18.597,1.6126,32.922,13.671,24.47,1.1805,18.315,2.2288,4.7317,2.2147,0.017882,0.82488,0.086377,54.117,44.366,62.99,54.561,26.125,59.786,22.54,39.265,35.594,49.349,46.205,40.964,17.424
364041,0.26574,3690.6,4517.7,9.324,26.904,42.154,2712.9,75.245,120.41,0.32928,79.806,50.987,2642.0,25.364,50.413,3109.3,22.326,65.49,225.72,341.55,94.624,77.063,32.068,8.7081,26.262,6.8939,18.597,1.6126,32.922,13.671,24.47,1.1805,18.315,2.2288,4.7317,2.2147,0.017882,0.82488,0.086377,54.117,44.366,62.606,54.512,26.139,60.638,22.493,39.112,41.004,47.489,46.101,41.038,19.661
364042,0.25592,3705.2,4547.5,9.291,26.458,42.327,2711.9,75.595,120.38,0.31604,79.826,49.422,2641.9,24.558,48.842,3108.7,22.199,65.464,226.42,341.36,94.628,77.041,32.438,8.8605,26.55,7.0555,18.415,1.6737,32.905,13.87,25.119,1.2603,18.36,2.259,4.8033,2.3415,0.017882,0.82488,0.086377,54.117,44.366,62.518,54.154,24.526,59.081,22.437,37.868,36.399,43.854,45.903,41.079,19.965
364043,0.25279,3631.3,4544.4,9.2082,26.967,42.322,2710.8,74.631,120.4,0.31601,79.76,50.23,2639.5,25.484,48.733,3107.6,22.79,65.416,224.46,341.1,94.708,77.149,32.438,8.8605,26.55,7.0555,18.415,1.6737,32.905,13.87,25.119,1.2603,18.36,2.259,4.8033,2.3415,0.017882,0.82488,0.086377,54.117,44.366,63.789,54.19,24.833,60.338,22.542,37.871,38.776,43.603,45.943,41.299,18.572
364044,0.21755,3647.6,4514.8,9.3031,26.68,42.908,2708.2,75.783,120.37,0.33939,79.673,51.314,2635.5,26.619,50.56,3105.9,22.381,65.379,225.62,340.92,94.674,76.699,31.891,8.7196,26.881,6.8823,18.422,1.6485,32.947,13.693,24.569,1.406,19.119,2.2664,4.7774,2.2698,0.017882,0.82488,0.086377,54.117,44.366,62.004,55.037,21.121,63.935,21.935,40.272,41.967,47.829,45.707,40.363,19.591
364045,0.21488,3610.3,4602.7,9.235,27.229,42.195,2709.1,75.311,120.39,0.33756,79.73,52.273,2637.2,26.687,49.401,3103.6,22.716,65.317,224.69,340.74,94.925,77.375,31.891,8.7196,26.881,6.8823,18.422,1.6485,32.947,13.693,24.569,1.406,19.119,2.2664,4.7774,2.2698,0.015245,0.83587,0.094254,54.3,44.184,62.647,53.985,21.384,60.101,22.461,40.496,44.789,45.147,45.603,41.61,18.76
364046,0.27071,3655.3,4545.9,9.2701,26.695,42.183,2711.7,75.059,120.42,0.31895,80.09,49.593,2641.0,24.277,51.953,3108.7,22.275,65.372,224.51,340.37,94.672,77.267,31.746,8.9931,26.699,6.9725,18.856,1.6658,32.301,13.651,24.474,1.3305,18.296,2.1864,4.8606,2.2495,0.015245,0.83587,0.094254,54.3,44.184,63.31,54.707,26.356,62.495,22.379,37.972,36.904,51.053,45.461,41.107,19.799
364047,0.27038,3649.7,4535.8,9.2463,26.756,42.538,2710.4,75.614,120.37,0.31919,79.956,51.151,2638.9,25.378,51.131,3109.1,23.061,65.393,224.51,340.35,94.711,76.713,31.746,8.9931,26.699,6.9725,18.856,1.6658,32.301,13.651,24.474,1.3305,18.296,2.1864,4.8606,2.2495,0.015245,0.83587,0.094254,54.3,44.184,63.405,54.828,26.389,60.799,21.882,37.943,41.488,49.151,45.3,40.722,17.973
364048,0.28584,3637.8,4507.3,9.2076,26.654,42.065,2710.8,75.704,120.43,0.31173,79.949,49.021,2639.4,26.165,49.355,3108.6,23.284,65.4,223.25,340.12,94.578,77.132,32.34,8.9323,26.692,6.9178,18.432,1.6625,32.659,13.803,24.481,1.1,18.743,2.2372,4.7984,2.2441,0.015245,0.83587,0.094254,54.3,44.184,62.776,54.126,28.368,60.498,22.209,37.507,35.219,45.042,45.253,41.159,17.424
364049,0.2867,3653.6,4488.6,9.2456,26.876,41.998,2711.8,75.823,120.39,0.31425,80.139,48.849,2641.2,26.153,50.984,3109.7,22.035,65.397,222.37,339.65,94.722,77.66,32.34,8.9323,26.692,6.9178,18.432,1.6625,32.659,13.803,24.481,1.1,18.743,2.2372,4.7984,2.2441,0.015245,0.83587,0.094254,54.3,44.184,62.505,54.35,28.284,60.972,21.91,37.199,34.713,48.812,45.173,39.958,20.336
364050,0.23191,3672.5,4558.3,9.1374,26.995,42.446,2709.4,74.901,120.43,0.32903,80.1,49.649,2638.5,24.946,50.502,3108.7,22.593,65.42,221.26,339.5,94.737,76.904,32.016,9.0967,27.045,6.7727,19.273,1.6254,32.809,13.958,24.1,1.0558,18.528,2.2658,4.8761,2.2718,0.036193,0.84575,0.10131,54.418,43.916,62.599,54.579,22.68,60.027,22.083,39.31,37.068,47.695,45.383,40.962,19.054
364051,0.23147,3674.8,4578.6,9.2747,27.035,42.393,2707.3,74.992,120.4,0.32855,79.985,49.812,2636.2,23.67,50.922,3103.8,23.06,65.396,223.21,340.03,94.712,76.965,32.016,9.0967,27.045,6.7727,19.273,1.6254,32.809,13.958,24.1,1.0558,18.528,2.2658,4.8761,2.2718,0.036193,0.84575,0.10131,54.418,43.916,62.559,54.336,22.723,60.072,22.421,39.367,37.547,48.669,45.168,40.516,17.954
364052,0.26179,3675.4,4486.7,9.264,26.793,42.281,2704.9,75.689,120.41,0.34581,79.848,51.901,2632.8,26.723,50.611,3103.2,21.939,65.344,222.47,339.45,94.722,76.66,32.316,8.7501,26.477,6.9758,19.041,1.6886,32.741,13.717,24.02,1.1218,18.501,2.2397,4.8317,2.2831,0.036193,0.84575,0.10131,54.418,43.916,63.857,53.36,25.921,59.797,21.644,41.493,43.693,47.949,45.197,40.975,20.649
364053,0.26269,3709.8,4509.4,9.2936,27.085,41.988,2701.8,75.558,120.43,0.34337,79.839,50.039,2630.3,26.059,50.721,3099.7,21.411,65.301,222.78,339.57,94.604,76.952,32.316,8.7501,26.477,6.9758,19.041,1.6886,32.741,13.717,24.02,1.1218,18.501,2.2397,4.8317,2.2831,0.036193,0.84575,0.10131,54.418,43.916,63.264,53.088,25.831,58.897,21.933,41.791,38.216,48.202,45.133,41.046,21.904
364054,0.23271,3616.5,4489.9,9.1082,27.17,41.967,2699.5,75.655,120.4,0.3183,79.823,52.007,2627.7,25.674,49.162,3098.2,22.409,65.298,221.38,339.1,94.864,76.902,31.513,8.8824,26.526,6.863,18.877,1.6482,32.921,13.748,24.5,1.2472,19.106,2.1963,4.7889,2.2798,0.036193,0.84575,0.10131,54.418,43.916,63.096,53.826,23.116,61.109,21.906,38.419,44.007,44.595,45.221,40.099,19.547
364055,0.23574,3661.8,4477.6,9.1745,26.707,42.717,2698.7,75.847,120.38,0.31994,79.881,49.999,2627.1,25.402,50.95,3097.4,22.656,65.289,221.86,338.53,94.764,77.044,31.513,8.8824,26.526,6.863,18.877,1.6482,32.921,13.748,24.5,1.2472,19.106,2.1963,4.7889,2.2798,-0.00072567,0.85513,0.1018,53.395,43.678,62.317,53.974,22.819,59.786,21.608,38.219,38.096,48.733,45.405,40.567,18.965
364056,0.31537,3716.5,4541.5,9.1809,26.848,42.307,2701.8,74.595,120.42,0.32294,80.069,50.646,2629.9,25.404,49.948,3100.7,21.467,65.304,224.48,338.28,94.792,77.144,31.838,8.9621,26.459,6.7834,19.138,1.6813,32.609,13.888,24.412,1.1788,19.273,2.2079,4.7758,2.2715,-0.00072567,0.85513,0.1018,53.395,43.678,62.33,53.582,30.818,60.874,21.332,38.543,40.002,46.414,45.247,41.098,21.781
364057,0.31432,3699.8,4494.4,9.3007,26.996,41.988,2703.6,74.817,120.41,0.32315,80.235,51.149,2631.9,23.325,49.594,3103.8,22.036,65.348,222.68,338.56,94.549,77.678,31.838,8.9621,26.459,6.7834,19.138,1.6813,32.609,13.888,24.412,1.1788,19.273,2.2079,4.7758,2.2715,-0.00072567,0.85513,0.1018,53.395,43.678,62.618,54.145,30.922,62.129,21.631,38.517,41.481,45.594,45.482,40.826,20.383
364058,0.28858,3663.2,4443.4,9.2774,26.672,42.177,2701.3,75.761,120.44,0.33582,80.184,51.517,2629.5,24.983,48.192,3102.4,23.467,65.423,222.45,338.49,94.688,77.206,31.888,8.9501,26.852,6.8247,18.888,1.6542,32.245,13.83,23.926,1.2327,18.639,2.2891,4.722,2.2796,-0.00072567,0.85513,0.1018,53.395,43.678,63.999,54.075,28.325,58.934,21.239,40.709,42.564,42.35,45.572,41.914,17.011
364059,0.28841,3694.3,4458.3,9.3684,26.967,42.48,2700.2,75.357,120.4,0.33592,80.182,50.287,2628.3,24.494,51.625,3100.7,23.017,65.484,224.31,338.63,94.471,77.406,31.888,8.9501,26.852,6.8247,18.888,1.6542,32.245,13.83,23.926,1.2327,18.639,2.2891,4.722,2.2796,-0.00072567,0.85513,0.1018,53.395,43.678,63.464,53.897,28.342,60.218,21.346,40.697,38.945,50.294,45.475,41.329,18.064
364060,0.28759,3660.9,4500.0,9.3662,26.92,42.217,2700.9,76.094,120.42,0.33008,80.41,49.664,2629.4,26.286,50.028,3100.6,22.743,65.511,223.82,338.6,94.731,77.436,31.943,8.9755,26.606,6.9426,19.259,1.6396,32.33,13.753,24.114,1.381,19.048,2.2999,4.8359,2.3647,0.047118,0.8801,0.080021,53.45,43.745,63.751,53.972,28.131,59.306,21.381,39.919,37.111,46.598,45.851,41.556,18.689
364061,0.28612,3690.0,4507.9,9.2758,26.843,42.259,2698.1,74.888,120.41,0.33269,80.261,49.405,2626.6,25.044,48.869,3098.8,22.335,65.592,223.82,338.95,94.429,76.926,31.943,8.9755,26.606,6.9426,19.259,1.6396,32.33,13.753,24.114,1.381,19.048,2.2999,4.8359,2.3647,0.047118,0.8801,0.080021,53.45,43.745,63.252,53.877,28.275,59.949,21.289,39.6,36.348,43.917,46.03,40.987,19.693
364062,0.28543,3637.5,4485.6,9.1419,26.951,42.517,2697.0,75.763,120.39,0.32127,80.151,50.135,2625.6,26.775,50.78,3095.7,22.704,65.572,222.88,338.95,94.791,77.133,31.739,9.0032,26.376,6.9625,19.028,1.6399,32.271,13.824,24.037,1.2983,18.518,2.2795,4.9326,2.3954,0.047118,0.8801,0.080021,53.45,43.745,63.118,53.184,27.868,58.202,21.609,38.886,38.498,48.338,46.297,41.557,18.814
364063,0.28394,3630.0,4437.7,9.2024,27.171,42.411,2695.4,74.905,120.37,0.32338,80.142,49.816,2623.0,26.018,48.932,3095.4,22.534,65.589,226.38,338.8,94.691,76.866,31.739,9.0032,26.376,6.9625,19.028,1.6399,32.271,13.824,24.037,1.2983,18.518,2.2795,4.9326,2.3954,0.047118,0.8801,0.080021,53.45,43.745,63.248,53.757,28.014,58.184,21.51,38.63,37.559,44.062,46.168,40.108,19.246
364064,0.30714,3677.5,4493.1,9.2612,26.947,42.05,2697.5,75.145,120.4,0.33463,80.148,50.084,2626.0,24.899,51.769,3095.5,23.483,65.559,225.28,339.12,94.747,77.431,32.022,8.8117,26.715,6.993,19.378,1.6568,32.124,13.695,24.03,1.1086,18.713,2.2323,4.8809,2.2506,0.047118,0.8801,0.080021,53.45,43.745,62.19,53.599,30.309,64.044,21.724,39.104,38.347,50.628,46.448,41.599,16.957
364065,0.30851,3665.7,4459.7,9.3029,26.993,42.344,2699.9,75.416,120.41,0.33313,80.479,51.632,2628.4,24.674,50.278,3099.1,22.9,65.629,227.22,338.87,94.631,77.51,32.022,8.8117,26.715,6.993,19.378,1.6568,32.124,13.695,24.03,1.1086,18.713,2.2323,4.8809,2.2506,0.013132,0.87457,0.10579,53.448,43.234,62.392,53.999,30.174,58.333,21.779,39.287,42.901,47.177,47.15,41.07,18.312
364066,0.28454,3615.6,4436.6,9.2759,26.772,42.082,2698.2,74.929,120.37,0.3179,80.303,52.132,2626.4,25.318,51.552,3097.0,21.537,65.731,229.82,339.06,94.909,76.975,31.839,9.0146,26.802,6.803,18.711,1.6896,31.945,13.83,23.76,1.3433,19.399,2.2643,4.8285,2.3384,0.013132,0.87457,0.10579,53.448,43.234,62.896,53.344,27.778,60.062,21.544,37.589,44.373,50.126,47.396,40.153,21.584
