timestamp,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11
5730169,0.3383,3637.0,4506.0,9.2655,26.85,42.296,2749.1,74.547,120.37,0.3176,80.541,50.329,2676.0,25.653,49.928,3159.2,22.911,65.493,223.05,332.24,94.859,77.925,31.074,8.8508,27.411,6.8784,19.164,1.6694,30.949,13.836,25.826,1.4035,18.827,2.2415,4.7957,2.3195,0.0067024,0.87881,0.096309,53.645,44.368,62.187,54.544,33.175,62.104,20.471,38.381,39.067,46.368,46.109,40.493,18.032
5730170,0.39027,3684.2,4456.1,9.277,27.145,42.074,2751.9,74.82,120.4,0.33392,80.212,51.727,2678.0,23.703,48.537,3164.9,23.904,65.534,228.38,331.24,94.877,77.469,30.571,8.8863,27.808,6.8876,18.436,1.621,30.76,13.541,26.376,1.2986,18.673,2.2586,4.8114,2.3256,0.016048,0.83473,0.098957,53.249,43.719,62.613,53.311,38.147,61.197,20.028,39.446,43.182,43.149,46.425,40.977,15.698
5730171,0.38788,3628.7,4459.9,9.2387,26.465,42.408,2756.6,74.324,120.41,0.32991,79.942,49.658,2683.7,24.484,51.645,3168.7,22.072,65.523,227.41,331.89,94.776,76.986,30.571,8.8863,27.808,6.8876,18.436,1.621,30.76,13.541,26.376,1.2986,18.673,2.2586,4.8114,2.3256,0.016048,0.83473,0.098957,53.249,43.719,63.567,53.265,38.382,62.955,20.042,39.935,37.094,50.341,46.991,40.596,20.092
5730172,0.45371,3657.1,4573.0,9.4628,27.042,42.432,2764.2,74.565,120.41,0.29519,79.778,49.656,2690.3,23.251,50.256,3177.3,22.899,65.443,229.93,330.74,94.898,77.45,30.193,8.8026,28.404,6.9258,18.581,1.6289,30.267,13.612,27.111,1.3554,18.699,2.2291,4.8097,2.2136,0.016048,0.83473,0.098957,53.249,43.719,62.997,53.694,44.267,60.789,20.353,36.063,37.089,47.127,47.253,40.122,18.109
5730173,0.45134,3670.9,4524.4,9.2731,27.134,42.314,2770.3,74.914,120.42,0.29816,79.729,49.748,2696.7,25.294,49.671,3184.1,22.987,65.431,232.21,331.16,94.692,77.474,30.193,8.8026,28.404,6.9258,18.581,1.6289,30.267,13.612,27.111,1.3554,18.699,2.2291,4.8097,2.2136,0.016048,0.83473,0.098957,53.249,43.719,62.759,54.276,44.5,62.154,20.449,35.701,37.358,45.772,47.534,41.033,17.897
5730174,0.50737,3641.6,4519.3,9.401,26.829,42.428,2777.5,74.744,120.38,0.30378,79.522,49.924,2703.9,24.297,49.567,3190.3,22.608,65.394,234.43,331.24,94.752,76.99,30.133,8.765,29.078,6.8709,18.213,1.6514,30.308,13.501,27.538,1.2416,19.047,2.1975,4.6377,2.2621,0.016048,0.83473,0.098957,53.249,43.719,62.905,54.025,49.882,61.977,20.512,36.562,37.878,45.532,47.823,40.565,18.845
5730175,0.50777,3636.8,4484.7,9.3156,26.987,42.092,2779.8,75.631,120.41,0.30499,79.075,48.301,2706.3,25.449,49.546,3195.4,23.127,65.276,235.32,331.17,94.883,76.826,30.133,8.765,29.078,6.8709,18.213,1.6514,30.308,13.501,27.538,1.2416,19.047,2.1975,4.6377,2.2621,0.02165,0.84476,0.090462,54.243,43.411,62.987,54.44,49.842,60.949,20.462,36.415,33.1,45.483,47.145,40.993,17.667
5730176,0.53487,3661.2,4522.0,9.427,26.953,41.972,2788.2,75.754,120.42,0.28936,79.105,49.419,2714.6,25.441,50.753,3201.4,23.101,65.17,232.97,331.62,94.627,77.115,29.846,8.4842,28.575,6.9544,18.748,1.6288,30.175,13.63,27.862,1.2233,18.907,2.1895,4.5991,2.2511,0.02165,0.84476,0.090462,54.243,43.411,63.034,54.962,52.453,61.37,20.933,34.953,36.389,48.278,47.378,40.925,17.722
5730177,0.53339,3644.2,4552.0,9.3589,27.345,42.935,2793.5,75.455,120.39,0.29168,78.997,49.667,2719.5,26.282,50.914,3207.7,22.321,65.111,232.76,331.54,94.738,76.858,29.846,8.4842,28.575,6.9544,18.748,1.6288,30.175,13.63,27.862,1.2233,18.907,2.1895,4.5991,2.2511,0.02165,0.84476,0.090462,54.243,43.411,63.327,54.603,52.598,62.644,21.071,34.669,37.121,48.649,47.421,41.083,19.614
5730178,0.58615,3622.9,4500.2,9.312,26.904,42.304,2799.3,75.285,120.41,0.30168,78.863,49.41,2726.3,24.346,49.462,3211.7,22.965,65.023,232.88,331.85,94.627,77.052,29.973,8.5894,29.165,6.9399,19.149,1.6066,29.478,13.384,28.119,1.1528,18.426,2.1929,4.6116,2.133,0.02165,0.84476,0.090462,54.243,43.411,62.932,53.959,57.369,58.393,21.07,36.536,36.363,45.288,47.436,41.437,18.099
5730179,0.58558,3659.7,4494.0,9.2574,27.111,42.173,2806.1,76.161,120.4,0.3013,78.981,49.582,2733.4,23.791,49.42,3216.5,22.336,64.992,234.64,332.16,94.789,77.146,29.973,8.5894,29.165,6.9399,19.149,1.6066,29.478,13.384,28.119,1.1528,18.426,2.1929,4.6116,2.133,0.02165,0.84476,0.090462,54.243,43.411,62.299,54.033,57.425,61.203,21.668,36.584,36.871,45.192,47.309,41.891,19.587
5730180,0.59622,3641.0,4512.5,9.0946,26.526,42.597,2809.9,74.946,120.39,0.27376,78.774,50.842,2737.2,26.789,49.3,3220.8,22.972,64.977,235.89,332.68,94.584,76.754,29.774,8.6316,29.799,6.7387,18.979,1.584,29.728,13.46,28.397,1.3207,17.976,2.1726,4.5793,2.159,0.019647,0.84598,0.09511,54.536,43.435,62.686,52.798,58.629,60.219,21.369,32.88,40.578,44.914,47.488,40.976,18.122
5730181,0.59685,3627.4,4440.8,9.0322,27.005,42.304,2813.1,76.4,120.43,0.27743,78.551,48.483,2740.3,24.34,49.504,3223.2,22.573,64.918,236.24,332.65,94.777,76.633,29.774,8.6316,29.799,6.7387,18.979,1.584,29.728,13.46,28.397,1.3207,17.976,2.1726,4.5793,2.159,0.019647,0.84598,0.09511,54.536,43.435,62.92,53.656,58.567,59.782,21.696,32.433,33.636,45.385,47.603,42.103,19.102
5730182,0.64076,3726.1,4486.1,9.0636,26.614,42.005,2814.9,76.792,120.38,0.28241,78.219,48.022,2742.2,22.199,49.485,3225.2,23.347,64.863,237.46,333.28,94.607,76.472,29.617,8.4413,30.122,6.7845,18.551,1.6057,28.81,13.438,29.215,1.2634,17.98,2.1359,4.5335,2.0899,0.019647,0.84598,0.09511,54.536,43.435,63.027,53.483,62.759,58.444,21.743,33.253,32.278,45.343,47.643,40.359,17.321
5730183,0.63947,3693.7,4457.6,9.1073,26.682,42.365,2818.3,75.817,120.43,0.28042,78.126,50.93,2744.6,25.103,51.691,3227.7,22.076,64.743,236.55,333.41,94.576,76.596,29.617,8.4413,30.122,6.7845,18.551,1.6057,28.81,13.438,29.215,1.2634,17.98,2.1359,4.5335,2.0899,0.019647,0.84598,0.09511,54.536,43.435,63.584,53.824,62.886,57.728,21.769,33.497,40.837,50.447,47.879,41.583,20.366
5730184,0.68099,3656.1,4533.6,9.2647,26.959,42.37,2820.5,76.015,120.4,0.27359,78.042,50.479,2748.7,23.939,50.455,3230.0,22.006,64.67,238.5,333.43,94.632,76.674,29.962,8.7425,29.885,6.8664,18.615,1.5878,29.664,13.474,29.643,1.3452,17.92,2.2062,4.4679,2.1073,0.019647,0.84598,0.09511,54.536,43.435,63.944,53.966,66.886,61.069,22.352,33.211,39.51,47.587,47.861,41.069,20.563
5730185,0.68041,3633.7,4543.7,8.9555,27.454,42.06,2822.3,76.429,120.42,0.27735,77.807,50.063,2750.4,24.799,50.897,3231.0,22.335,64.661,238.5,334.11,94.541,76.121,29.962,8.7425,29.885,6.8664,18.615,1.5878,29.664,13.474,29.643,1.3452,17.92,2.2062,4.4679,2.1073,0.020607,0.85922,0.09524,54.103,43.67,64.329,53.845,66.942,61.792,22.841,32.753,38.284,48.611,48.066,41.31,19.868
5730186,0.67053,3673.1,4505.1,8.9435,26.994,42.014,2823.8,76.23,120.39,0.27977,77.731,49.878,2751.6,25.095,51.349,3231.2,21.993,64.585,242.34,334.02,94.523,76.371,30.031,8.6071,30.152,6.8242,19.097,1.5963,29.075,13.273,29.839,1.0731,17.964,2.0881,4.3596,1.9861,0.020607,0.85922,0.09524,54.103,43.67,62.986,54.182,66.266,57.059,22.406,32.854,37.741,49.656,47.904,40.356,20.699
5730187,0.67208,3662.2,4517.8,8.9663,27.053,42.087,2824.5,76.773,120.4,0.2807,77.636,48.719,2752.5,22.897,50.92,3232.6,22.51,64.563,241.46,333.38,94.673,76.19,30.031,8.6071,30.152,6.8242,19.097,1.5963,29.075,13.273,29.839,1.0731,17.964,2.0881,4.3596,1.9861,0.020607,0.85922,0.09524,54.103,43.67,63.173,54.03,66.113,56.101,22.281,32.74,34.329,48.663,48.164,41.28,19.524
5730188,0.68651,3676.9,4473.9,9.0716,26.856,42.075,2826.6,76.336,120.38,0.25188,77.636,50.984,2754.0,24.113,50.386,3233.6,23.501,64.548,242.18,333.57,94.682,76.174,29.762,8.5212,30.63,6.9846,18.042,1.5802,28.963,13.217,29.967,1.2094,17.604,2.1801,4.3614,1.9445,0.020607,0.85922,0.09524,54.103,43.67,63.326,53.36,67.862,58.517,22.47,30.227,40.994,47.428,48.278,41.146,17.205
5730189,0.68678,3724.8,4459.4,8.8567,26.906,42.374,2828.1,77.35,120.41,0.25249,77.681,49.723,2756.2,24.61,48.023,3233.0,22.17,64.605,241.86,333.99,94.661,76.175,29.762,8.5212,30.63,6.9846,18.042,1.5802,28.963,13.217,29.967,1.2094,17.604,2.1801,4.3614,1.9445,0.020607,0.85922,0.09524,54.103,43.67,62.501,53.533,67.835,58.349,22.918,30.152,37.285,41.958,48.486,40.961,20.391
5730190,0.73807,3637.0,4577.1,8.8238,27.114,42.329,2826.9,77.474,120.4,0.24241,77.39,50.133,2753.4,24.67,51.338,3234.3,22.277,64.603,244.27,333.59,94.664,75.884,29.793,8.6612,30.141,6.8151,17.95,1.5757,29.417,13.256,30.131,1.1442,17.867,2.1017,4.2999,2.0639,0.021964,0.91767,0.1008,53.537,43.456,62.583,54.749,72.592,59.017,22.547,29.039,38.491,49.629,48.818,40.92,20.209
5730191,0.73676,3640.5,4539.6,8.7762,26.695,42.533,2828.1,76.764,120.38,0.24667,77.299,49.084,2755.6,24.663,49.853,3234.8,22.253,64.569,245.49,334.02,94.853,76.204,29.793,8.6612,30.141,6.8151,17.95,1.5757,29.417,13.256,30.131,1.1442,17.867,2.1017,4.2999,2.0639,0.021964,0.91767,0.1008,53.537,43.456,62.523,55.198,72.721,57.494,22.742,28.519,35.405,46.195,49.051,40.353,20.289
5730192,0.75961,3678.0,4584.9,8.9115,26.905,42.654,2830.8,76.864,120.39,0.24115,77.419,51.403,2758.6,25.173,49.549,3237.1,23.723,64.601,246.25,334.01,94.685,75.983,29.701,8.4655,30.452,6.8772,18.309,1.5674,29.057,13.401,30.283,1.1664,17.605,2.1008,4.394,2.108,0.021964,0.91767,0.1008,53.537,43.456,63.348,55.013,74.829,55.731,22.805,29.348,42.227,45.489,49.321,40.52,16.846
5730193,0.76242,3693.0,4586.1,8.7615,27.239,42.517,2831.7,77.357,120.41,0.24494,77.418,50.662,2759.2,26.13,49.935,3236.7,23.2,64.647,246.64,333.84,94.572,75.965,29.701,8.4655,30.452,6.8772,18.309,1.5674,29.057,13.401,30.283,1.1664,17.605,2.1008,4.394,2.108,0.021964,0.91767,0.1008,53.537,43.456,63.09,54.999,74.552,57.243,23.07,28.886,40.049,46.384,49.621,41.248,18.12
5730194,0.79502,3630.5,4579.4,8.7197,26.679,42.252,2829.8,77.063,120.4,0.2595,77.347,49.32,2757.7,24.601,50.016,3235.1,22.773,64.704,247.29,334.06,94.715,75.76,30.166,8.5583,30.17,6.679,18.296,1.5465,29.539,13.286,30.536,1.1068,18.312,2.1321,4.2309,2.025,0.021964,0.91767,0.1008,53.537,43.456,63.654,54.307,78.079,55.692,22.834,30.262,36.097,46.571,49.898,40.726,19.183
5730195,0.79526,3675.9,4569.1,8.7783,26.925,42.18,2826.5,78.201,120.4,0.25741,77.247,49.944,2754.2,26.164,51.632,3231.7,22.472,64.759,253.74,333.63,94.698,75.847,30.166,8.5583,30.17,6.679,18.296,1.5465,29.539,13.286,30.536,1.1068,18.312,2.1321,4.2309,2.025,0.017361,0.93681,0.098592,54.142,43.517,62.873,54.43,78.055,55.435,22.693,30.517,37.934,50.31,51.243,40.471,19.933
5730196,0.77359,3722.3,4573.3,8.6255,26.848,42.147,2822.3,77.363,120.41,0.24367,77.141,50.417,2749.6,22.887,50.356,3228.2,22.498,64.856,256.08,333.65,94.701,75.475,29.755,8.4646,30.425,6.966,18.665,1.5853,28.86,13.262,30.204,1.2386,17.963,2.1049,4.2631,2.0357,0.017361,0.93681,0.098592,54.142,43.517,63.913,54.491,75.953,55.717,22.727,28.404,39.326,47.357,52.056,40.874,19.946
5730197,0.77214,3720.8,4582.4,8.5961,26.545,42.227,2817.8,77.134,120.39,0.2426,77.03,48.064,2745.4,26.044,49.689,3223.4,22.034,64.945,258.13,333.4,94.757,75.013,29.755,8.4646,30.425,6.966,18.665,1.5853,28.86,13.262,30.204,1.2386,17.963,2.1049,4.2631,2.0357,0.017361,0.93681,0.098592,54.142,43.517,63.937,54.382,76.096,55.152,22.585,28.535,32.402,45.813,52.889,40.468,21.136
5730198,0.83558,3628.4,4535.9,8.6002,26.347,42.161,2815.2,78.821,120.4,0.23342,77.051,50.255,2744.1,23.111,49.286,3218.4,22.798,64.978,262.79,333.05,94.672,75.611,29.822,8.578,30.54,6.8913,18.061,1.603,29.16,13.422,29.815,1.2309,17.516,2.0911,4.3054,1.9834,0.017361,0.93681,0.098592,54.142,43.517,63.065,54.083,82.236,56.348,22.742,28.217,38.85,44.882,53.49,40.706,19.338
5730199,0.8356,3669.2,4503.4,8.6309,27.455,41.946,2813.0,78.21,120.36,0.23522,77.218,49.435,2739.7,25.918,51.25,3218.4,22.896,65.153,263.61,332.68,95.053,75.32,29.822,8.578,30.54,6.8913,18.061,1.603,29.16,13.422,29.815,1.2309,17.516,2.0911,4.3054,1.9834,0.017361,0.93681,0.098592,54.142,43.517,62.365,54.471,82.233,55.22,22.682,27.998,36.437,49.426,54.423,40.369,19.156
5730200,0.85347,3676.7,4582.2,8.4147,26.97,42.27,2809.7,77.92,120.41,0.25046,77.12,48.832,2736.1,25.342,51.491,3214.8,23.991,65.266,270.42,332.88,94.779,75.493,29.583,8.5543,29.617,6.8558,18.662,1.5848,28.666,13.493,30.197,1.2468,17.876,2.1091,4.2444,1.9576,0.025942,0.95628,0.12255,53.843,43.48,62.847,55.079,84.104,56.96,22.38,29.709,34.664,49.984,55.471,40.652,16.592
5730201,0.8543,3625.6,4594.4,8.3988,27.046,42.305,2806.5,77.434,120.37,0.25078,77.344,48.088,2734.5,24.45,50.407,3212.6,21.616,65.46,272.73,332.21,94.913,75.767,29.583,8.5543,29.617,6.8558,18.662,1.5848,28.666,13.493,30.197,1.2468,17.876,2.1091,4.2444,1.9576,0.025942,0.95628,0.12255,53.843,43.48,63.726,54.934,84.023,53.621,22.376,29.67,32.472,47.476,56.542,39.817,22.245
5730202,0.90045,3626.3,4527.0,8.3336,26.984,42.048,2805.1,77.821,120.41,0.25425,77.625,49.032,2732.6,23.155,52.276,3210.1,21.535,65.7,275.57,332.17,94.84,75.843,29.908,8.7823,30.021,6.823,18.91,1.5378,29.039,13.596,29.874,1.333,18.135,2.1487,4.2084,2.0615,0.025942,0.95628,0.12255,53.843,43.48,64.033,54.336,89.119,54.109,22.581,30.6,35.251,51.801,57.554,41.19,22.437
5730203,0.90412,3664.7,4506.0,8.2114,26.949,42.685,2798.7,77.905,120.38,0.25549,77.548,49.905,2725.3,25.108,51.504,3204.9,22.905,65.966,280.23,331.93,94.866,75.25,29.908,8.7823,30.021,6.823,18.91,1.5378,29.039,13.596,29.874,1.333,18.135,2.1487,4.2084,2.0615,0.025942,0.95628,0.12255,53.843,43.48,63.371,54.587,88.759,57.215,22.039,30.448,37.821,50.016,58.392,40.171,19.257
5730204,0.89814,3676.6,4510.2,8.3065,27.101,42.299,2790.7,77.847,120.42,0.26439,77.399,49.843,2717.4,24.041,50.204,3198.0,22.133,66.093,281.03,331.24,94.871,75.379,30.094,8.7759,29.862,6.8251,18.758,1.5704,29.292,13.445,29.043,1.2044,18.142,2.1259,4.2111,1.9911,0.025942,0.95628,0.12255,53.843,43.48,63.495,53.927,88.168,52.648,21.878,31.706,37.637,47.006,59.572,40.654,21.128
5730205,0.89856,3695.9,4472.8,8.398,26.866,42.344,2783.5,78.119,120.38,0.26893,77.34,49.005,2710.3,26.05,51.736,3189.2,23.542,66.241,287.26,331.14,94.923,75.448,30.094,8.7759,29.862,6.8251,18.758,1.5704,29.292,13.445,29.043,1.2044,18.142,2.1259,4.2111,1.9911,0.016377,0.95873,0.10853,54.579,42.684,63.163,54.375,88.127,53.551,21.656,31.152,35.171,50.551,60.961,39.912,17.826
5730206,0.90036,3723.8,4518.6,8.2764,27.056,41.659,2780.9,79.093,120.43,0.24637,77.748,48.398,2707.8,24.041,49.341,3185.0,24.175,66.46,288.99,330.84,94.961,75.431,30.231,8.5223,29.342,6.9348,18.991,1.5919,29.462,13.677,28.82,1.3466,17.974,2.1389,4.2715,1.9925,0.016377,0.95873,0.10853,54.579,42.684,62.72,54.188,88.88,54.417,22.131,29.427,33.386,45.008,62.345,41.199,16.343
5730207,0.9013,3692.5,4505.2,8.1012,27.002,42.283,2773.7,77.31,120.38,0.24464,77.858,51.419,2700.9,26.451,50.923,3179.5,23.872,66.726,294.48,330.15,95.01,75.506,30.231,8.5223,29.342,6.9348,18.991,1.5919,29.462,13.677,28.82,1.3466,17.974,2.1389,4.2715,1.9925,0.016377,0.95873,0.10853,54.579,42.684,63.258,54.349,88.788,55.322,21.636,29.638,42.277,48.671,63.382,40.251,17.075
5730208,0.9111,3678.3,4484.7,8.2561,26.832,41.464,2767.8,78.602,120.41,0.2672,78.017,51.408,2694.4,25.221,48.087,3173.8,22.738,67.011,297.5,329.93,95.038,75.531,29.591,8.9411,28.911,6.913,19.435,1.6351,29.381,13.768,28.728,1.2143,18.56,2.1399,4.3424,1.9659,0.016377,0.95873,0.10853,54.579,42.684,62.541,54.006,89.363,51.682,21.269,32.701,42.243,42.106,64.627,40.214,19.776
5730209,0.90954,3653.8,4515.0,8.2577,26.938,42.348,2758.0,78.097,120.37,0.26879,77.947,50.948,2684.2,25.603,49.571,3165.7,21.748,67.247,300.6,328.99,95.079,75.215,29.591,8.9411,28.911,6.913,19.435,1.6351,29.381,13.768,28.728,1.2143,18.56,2.1399,4.3424,1.9659,0.016377,0.95873,0.10853,54.579,42.684,62.964,53.643,89.517,50.27,20.657,32.507,40.888,45.54,65.856,39.0,22.183
5730210,0.96571,3672.6,4451.0,8.0342,26.832,42.074,2752.0,77.457,120.41,0.27704,78.013,50.327,2677.7,25.464,49.547,3158.7,23.871,67.433,308.28,328.56,95.264,75.446,29.975,8.9437,28.7,7.081,19.015,1.6274,29.32,13.783,28.129,1.4394,18.425,2.143,4.4621,2.0623,0.021804,0.97987,0.13254,53.824,43.679,62.792,53.247,94.489,53.435,20.733,33.791,39.061,45.486,66.955,40.009,17.169
5730211,0.96319,3700.3,4464.9,8.1052,26.823,42.226,2745.2,77.009,120.38,0.28089,78.123,49.133,2671.0,24.412,48.994,3152.9,22.6,67.636,310.74,327.75,95.127,75.376,29.975,8.9437,28.7,7.081,19.015,1.6274,29.32,13.783,28.129,1.4394,18.425,2.143,4.4621,2.0623,0.021804,0.97987,0.13254,53.824,43.679,62.315,53.08,94.737,53.261,20.277,33.321,35.548,44.205,68.349,39.632,20.217
5730212,0.95193,3574.2,4492.0,8.0493,27.002,41.701,2739.7,76.817,120.37,0.27596,78.295,50.417,2666.1,25.54,51.218,3146.6,23.845,67.839,313.96,328.03,95.387,75.365,29.497,9.0156,28.457,7.0979,19.42,1.6111,28.997,13.895,27.842,1.4389,19.007,2.1804,4.4607,2.1442,0.021804,0.97987,0.13254,53.824,43.679,62.903,53.712,93.461,53.115,20.418,34.256,39.327,49.353,69.667,39.636,17.291
5730213,0.95124,3604.0,4529.4,8.0891,26.994,41.786,2735.8,76.701,120.39,0.27855,78.559,48.336,2661.6,25.577,48.76,3143.5,23.134,68.085,319.09,327.53,95.239,75.989,29.497,9.0156,28.457,7.0979,19.42,1.6111,28.997,13.895,27.842,1.4389,19.007,2.1804,4.4607,2.1442,0.021804,0.97987,0.13254,53.824,43.679,62.39,53.265,93.529,53.518,20.116,33.94,33.204,43.664,70.805,39.725,18.939
5730214,0.98393,3615.3,4451.8,8.1707,26.456,41.83,2733.4,77.984,120.39,0.29216,78.912,48.643,2658.0,26.975,49.524,3140.9,22.006,68.4,319.58,327.16,95.354,75.926,30.245,8.9565,27.7,6.7925,19.278,1.6703,30.094,14.016,26.748,1.248,19.345,2.2091,4.4235,2.064,0.021804,0.97987,0.13254,53.824,43.679,61.851,53.126,97.058,52.093,19.94,35.291,34.108,45.433,72.34,39.427,21.603
5730215,0.98577,3625.5,4446.3,8.0874,26.794,41.98,2726.7,78.348,120.39,0.2878,78.921,51.04,2652.8,26.376,48.592,3135.8,22.013,68.695,323.14,326.7,95.251,75.968,30.245,8.9565,27.7,6.7925,19.278,1.6703,30.094,14.016,26.748,1.248,19.345,2.2091,4.4235,2.064,0.014629,0.99441,0.11411,54.44,43.924,61.676,53.191,96.877,53.022,19.826,35.824,41.16,43.274,74.371,39.246,21.593
